query_id,query,nDCG_finetuned,nDCG_bm25,nDCG_congelado,mejor_baseline,delta_vs_mejor_baseline,n_tokens_consulta,rareza_vocabulario,cobertura_lexica,n_candidatos,n_relevantes,grupo
701,1 cerbeza sin alcol,0.9363792118010483,0.7100226348397881,0.9305687780632229,0.9305687780632229,0.005810433737825416,4,6.363737880059199,0.5,40,18,mejora
702,1 cinturones sin hebilla,1.0,0.4977962688668736,0.8643145546088339,0.8643145546088339,0.13568544539116612,4,4.790845595169619,1.0,40,15,mejora
740,1 funda de cojin con patron mixto sin relleno,0.6684881776649959,0.8346590855918831,0.6295304155921457,0.8346590855918831,-0.16617090792688716,9,4.545828359920614,0.5555555555555556,13,7,empeora
747,1 gang 2 way wifi sin neutro,0.4006705181006301,0.2496640287027892,0.4505655760587973,0.4505655760587973,-0.04989505795816723,7,4.759334819309227,1.0,40,14,empeora
811,1 mascarilla sin aclarado,0.857980942822373,0.7791714369672128,0.6555476069276601,0.7791714369672128,0.07880950585516022,4,4.829846657288765,1.0,40,23,mejora
828,1 molde freidora sin aceite,0.5509662124799076,0.5779050396291793,0.6749359875559983,0.6749359875559983,-0.12396977507609064,5,4.239135675700255,1.0,37,19,empeora
851,1 palets madera baratos sin respaldo,0.7279965505724832,0.38414982660706115,0.20124768870643617,0.38414982660706115,0.3438467239654221,6,5.056937153266932,0.8333333333333334,40,9,mejora
852,1 paños de limpieza de microfibra desechables sin pelusa,0.5637884576902257,0.5072380780124418,0.4034826666009929,0.5072380780124418,0.05655037967778387,9,4.334427856795389,1.0,39,12,mejora
855,1 pendientes clip hombre sin agujero,1.0,0.9337457765456111,1.0,1.0,0.0,6,4.336952736490287,1.0,40,32,empata
882,1 sobre pokémon sin brillar,0.38685280723454163,0.38685280723454163,0.5,0.5,-0.11314719276545837,5,5.726921326390344,0.0,22,1,empeora
888,1 sumas sin llevada,0.7631925784528223,0.5224955967919311,0.6145870006788593,0.6145870006788593,0.148605577773963,4,5.8772603427953705,1.0,40,13,mejora
901,1 turbante para rizos sin calor,0.62851089260591,0.37878333867593544,0.77990823370192,0.77990823370192,-0.15139734109601,6,4.478478686045294,0.8333333333333334,37,12,empeora
937,"1, 2 o 3 pantalones cortos moldeadores sin costuras",0.6901935063354876,0.618519700841442,0.551331062461933,0.618519700841442,0.07167380549404556,9,4.38766673464578,0.7777777777777778,33,15,mejora
1122,1/4 pulgadas convertidor sin llave de mandril,1.0,1.0,1.0,1.0,0.0,8,3.9927675040726736,1.0,40,34,empata
1126,1/4 sin cabeza hexagonales,0.3187704634136789,0.34416852174888696,0.3229501751883214,0.34416852174888696,-0.025398058335208085,5,4.257419880834243,1.0,40,9,empeora
1170,10 cinta de goma elástica para el pelo sin pliegue,1.0,0.8415908474314977,1.0,1.0,0.0,10,4.06617410261317,1.0,18,14,empata
1178,10 enchufes regleta sin cable,0.0,0.38685280723454163,0.0,0.38685280723454163,-0.38685280723454163,5,4.410494493832138,0.8,40,1,empeora
1368,100 algodon mujer camisones sin mangas,0.9216017310213247,0.6620158551732018,0.9337457765456111,0.9337457765456111,-0.012144045524286384,6,4.9618995716209175,1.0,40,24,empeora
1373,100 bandera españa sin escudo colga palo,0.9135277613190136,0.9502236778911698,0.8735286486161714,0.9502236778911698,-0.036695916572156206,7,6.111957932685994,0.7142857142857143,17,8,empeora
1430,100 terminales de cable sin aislar,0.8701249883466594,0.8669479898642711,0.6867151830982592,0.8669479898642711,0.0031769984823882824,6,4.655070983886719,1.0,40,15,mejora
1431,100 velas sin parafina,0.4412851793128929,0.2972715964420571,0.17947710508581738,0.2972715964420571,0.14401358287083582,4,5.047729048128829,1.0,40,15,mejora
1437,100 whey protein sin lactosa,0.4772656487866462,0.41918605213740834,0.4772656487866462,0.4772656487866462,0.0,5,5.202746496945911,1.0,40,8,empata
1440,100 x papel para hornear freidora sin aceite,0.7065443116025598,0.77990823370192,0.7948833326720566,0.7948833326720566,-0.08833902106949676,8,3.866045623649318,1.0,40,30,empeora
1508,100w proyector led exterior ip67 sin prime,1.0,1.0,0.6309297535714575,1.0,0.0,7,5.212322415441062,0.7142857142857143,32,1,empata
1538,105h sin tirantes,0.92663607790064,0.92663607790064,0.633219679627003,0.92663607790064,0.0,3,6.207010167755237,1.0,40,12,empata
1658,10xdiez saco nordico sin relleno,0.7034066032439749,0.5212960629027201,0.6874708847784539,0.6874708847784539,0.015935718465520998,5,6.336827496931777,1.0,32,10,mejora
1727,11.1 tinte sin amoniaco,0.32558463453628983,0.0,0.3599578324401888,0.3599578324401888,-0.03437319790389898,5,4.492799796957295,0.4,32,6,empeora
1762,117a toner sin chip,1.0,1.0,1.0,1.0,0.0,4,7.030722931000211,1.0,39,16,empata
1798,12 años sin piedad,1.0,1.0,1.0,1.0,0.0,4,5.0633725028559375,1.0,39,1,empata
1870,12 pomos sin tornillos,0.0,0.0,0.0,0.0,0.0,4,4.962261197804083,0.75,40,3,empata
1921,12/0 sin amoniaco,1.0,1.0,0.0,1.0,0.0,4,4.056420982547589,0.5,40,1,empata
1924,120 luces sin cables exterior,0.7542686714597937,0.7065443116025598,0.7162874455029682,0.7162874455029682,0.037981225956825515,5,4.426032134311425,1.0,39,17,mejora
1955,128gb ram ddr4,1.0,1.0,0.7605591431973849,1.0,0.0,3,4.9816194603172095,1.0,40,19,empata
1959,128x90 soporte para fotos cuadro sin borde,0.38685280723454163,0.31546487678572877,0.0,0.31546487678572877,0.07138793044881286,7,5.123974859581552,0.42857142857142855,18,1,mejora
1982,12v electrovalvula programable para agua sin presión,0.2601000397495698,0.06794340091829076,0.1386991616393714,0.1386991616393714,0.1214008781101984,7,4.944951099066349,0.2857142857142857,38,9,mejora
1983,12v electrovalvula sin presión,1.0,1.0,1.0,1.0,0.0,4,5.889462332275882,0.75,39,29,empata
2027,13 cosas sin sentido,1.0,1.0,1.0,1.0,0.0,4,6.065824064803314,0.75,39,1,empata
2059,135 x 190 somier sin patas,0.7849818707050383,0.5321408435198609,0.5590796706691327,0.5590796706691327,0.22590220003590566,6,4.9155478646149176,1.0,40,10,mejora
2107,140x230 estor beige sin taladrar,0.3026024134988135,0.1909208661789347,0.13032376591037065,0.1909208661789347,0.11168154731987881,5,6.2630892156112346,0.8,40,6,mejora
2112,144 preservativos sin latex,0.8357804136936722,0.77523873680463,0.7778721720600673,0.7778721720600673,0.05790824163360486,4,6.116316203347752,1.0,40,22,mejora
2115,144hz sin bordes,0.8643145546088339,0.3557772116892466,0.44903378752009254,0.44903378752009254,0.41528076708874134,3,5.356477492993013,1.0,40,15,mejora
2135,14mm bolas redondas sin agujero colores,0.6366824387328317,0.312706129752478,0.5294362295028773,0.5294362295028773,0.10724620922995443,6,5.734582199040594,0.8333333333333334,39,4,mejora
2177,15 x 21 sin marco,0.975788054854922,0.7227265726449519,0.5548441015591575,0.7227265726449519,0.25306148220997016,5,3.836488937791721,1.0,40,5,mejora
2181,"15, bluetooth led sin enchufe",0.4678747406062546,0.18546617562553347,0.5959934864972766,0.5959934864972766,-0.12811874589102196,5,3.7337642334204117,0.6,39,9,empeora
2195,150 juegos para jugar sin pantallas,0.8503449055347546,0.8315546295836225,0.8503449055347546,0.8503449055347546,0.0,6,4.55805485438221,0.8333333333333334,39,2,empata
2210,15m tiras led sin transformador,1.0,0.4673791184803735,0.37960256558331523,0.4673791184803735,0.5326208815196265,5,5.323442028905694,0.6,40,17,mejora
2213,15x20 sin moldura,0.7967610662472993,0.6804503724350792,0.7059054020403313,0.7059054020403313,0.090855664206968,3,7.4645971471201165,1.0,40,10,mejora
2224,16 etiquetas sin margen,1.0,1.0,0.6309297535714575,1.0,0.0,4,5.702554097426215,1.0,17,1,empata
2240,16 mm manguera sin gotero,0.7909506325094736,0.7125523635307983,0.7753366239771086,0.7753366239771086,0.015614008532365053,5,5.231236363026019,0.8,39,14,mejora
2248,16 piezas cuberteria dorada sin cuchara pequeña,0.0,0.0,0.43067655807339306,0.43067655807339306,-0.43067655807339306,7,5.749057323302184,0.14285714285714285,20,1,empeora
2270,16mm sony full frame sin espejo,0.6366824387328317,0.33424620450682646,0.4428328130831785,0.4428328130831785,0.1938496256496532,6,5.166937011146923,0.6666666666666666,19,4,mejora
2425,1esmalte sin pack semipermanente,0.6149518506608848,0.4729327934832576,0.5224955967919311,0.5224955967919311,0.09245625386895362,4,5.854092260938115,0.5,40,21,mejora
2430,1l+1l gel sin jabon,0.6399441431116328,0.7065632165480473,0.6154062275862391,0.7065632165480473,-0.06661907343641449,5,5.499175115964251,0.8,40,18,empeora
2456,1tanga sin costuras mujer,0.9363792118010483,0.6320787427864673,0.88995411685096,0.88995411685096,0.046425094950088286,4,5.361946644875701,0.75,40,25,mejora
2460,1tb ssd nvme m.2 pcie 4.0 sin disipador térmico,0.9558295932317544,0.8421423592553552,0.9279611693743142,0.9279611693743142,0.02786842385744026,11,4.73837223470904,0.7272727272727273,11,4,mejora
2467,1x cat 7a conector de red rj45 sin herramientas,0.6216966993238303,0.476846588700353,0.4381081808305046,0.476846588700353,0.1448501106234773,9,5.075806243132647,0.8888888888888888,40,20,mejora
2472,1´5l sin lactosa,0.36181498356361597,0.44130740935663865,0.6240505200038379,0.6240505200038379,-0.2622355364402219,4,4.30883901651493,0.75,40,2,empeora
2498,2 0 hdmi switch sin mando,0.38820476264318793,0.510069131458292,0.5330752584449809,0.5330752584449809,-0.144870495801793,6,3.781193811577786,0.8333333333333334,40,17,empeora
2511,2 barra para utensilios cocina negro sin perforar,0.5868720866710774,0.7183424120903082,0.5270672065167424,0.7183424120903082,-0.13147032541923087,8,4.016870333320368,1.0,39,24,empeora
2512,2 barras para utensilios cocina negro sin perforar,0.37259075411082276,0.7026305163854646,0.6067216003536937,0.7026305163854646,-0.3300397622746418,8,4.132868679775036,0.875,40,19,empeora
2516,2 bombillas sin casquillo led,0.5887498202463202,0.5996943318813954,0.47479014188018465,0.5996943318813954,-0.01094451163507526,5,4.251684605369457,1.0,40,12,empeora
2521,2 cepillso electricso sin cargador,0.571614567891588,0.2726701556894781,0.6429235234036081,0.6429235234036081,-0.0713089555120201,5,6.004346797776125,0.2,39,24,empeora
2525,2 cojines sofa sin relleno lisos alargados,0.38820476264318793,0.23440650992329992,0.5220328596374271,0.5220328596374271,-0.13382809699423914,7,6.077362385884988,0.42857142857142855,40,13,empeora
2528,2 cuchillos csgo sin filo,0.7909506325094736,0.571614567891588,0.9148568823583791,0.9148568823583791,-0.12390624984890553,5,5.718128296972168,0.6,28,18,empeora
2539,2 enchufes y 1 interruptor pared sin empotrar,0.35805441083232703,0.17342765698823948,0.17437146561008365,0.17437146561008365,0.18368294522224338,8,4.120278363110206,0.75,40,7,mejora
2544,2 fundas silla sin brazos,1.0,1.0,0.92663607790064,1.0,0.0,5,4.258617202301628,1.0,38,24,empata
2584,2 lamparas de mesita de noche sin cable,0.7721596254947204,0.7084409501232901,0.6163668470816235,0.7084409501232901,0.06371867537143028,8,3.617174788879632,1.0,40,30,mejora
2593,2 lámparas mesita sin enchufes,0.7125523635307983,0.5847192329112589,0.5321408435198609,0.5847192329112589,0.12783313061953938,5,4.773749404912921,0.8,39,18,mejora
2649,2 porterias de fútbol sin balón,0.7573821447149967,0.2583297509898471,0.4544793712758927,0.4544793712758927,0.30290277343910393,6,4.878603786270779,0.8333333333333334,40,18,mejora
2677,2 tapa microondas sin bpa antisalpicaduras,0.8482378089219648,0.9305687780632229,0.92663607790064,0.9305687780632229,-0.08233096914125815,6,4.751397406572491,1.0,39,22,empeora
2678,2 tazones ramen sin cucharas,0.49075483234705974,0.35674803589637066,0.07834851647149513,0.35674803589637066,0.13400679645068908,5,6.169341312443999,0.8,35,9,mejora
2691,2 tomas sin cable vertical,0.3391602052736161,0.3391602052736161,0.44615333764087994,0.44615333764087994,-0.10699313236726382,5,4.084785068245409,0.8,40,5,empeora
2694,2 utp cat 6a sin herramientas,0.8415908474314977,0.9052116356304495,0.713654010247531,0.9052116356304495,-0.06362078819895178,6,5.398024339474399,1.0,40,20,empeora
2769,20 clips de pelo sin pliegue,1.0,0.9337457765456111,0.9337457765456111,0.9337457765456111,0.06625422345438892,6,4.621800508320431,1.0,40,33,mejora
2770,20 cuentos de hadas sin expurgar,0.7971998030554314,0.8626775533459291,0.6913628197251253,0.8626775533459291,-0.06547775029049774,6,5.26298441820857,0.8333333333333334,22,8,empeora
2793,20 l agua sin bpa,0.9216017310213247,0.7421246259355073,0.791726719367984,0.791726719367984,0.1298750116533407,5,3.7888600192787663,1.0,40,12,mejora
2799,20 liquida para vaper sin nicotina,0.8611375561264456,1.0,0.9052116356304495,1.0,-0.1388624438735544,6,4.7439643731963415,0.8333333333333334,40,37,empeora
2800,20 luces sin enchufe para espejo,0.5875502863571092,0.7026305163854646,0.3909273842002217,0.7026305163854646,-0.11508023002835543,6,3.667440566576721,1.0,40,12,empeora
2809,20 piezas de pinzas para el pelo sin doblar clips,1.0,1.0,1.0,1.0,0.0,10,4.023605249699422,1.0,35,28,empata
2812,20 señales flechas sin letreros,0.10209739512291163,0.0,0.2001366809542687,0.2001366809542687,-0.09803928583135707,5,6.39538722784103,0.6,40,5,empeora
2829,200 cartas pokemon sin repetir,0.7280855459907166,0.7506372960520511,0.72891152902702,0.7506372960520511,-0.022551750061334475,5,6.31115723848125,0.8,23,15,empeora
2830,"200 guantes de nitrilo azul sin polvo, desechables, talla m",0.7827392871477703,0.7315449642824575,0.6874708847784539,0.7315449642824575,0.05119432286531278,10,4.234450060778091,1.0,40,26,mejora
2833,200 metros de goma de 16mm sin gotero,0.38685280723454163,0.2890648263178879,0.43067655807339306,0.43067655807339306,-0.04382375083885143,8,4.527676767695613,0.375,21,1,empeora
2856,20m cat5e sin terminales,1.0,0.8175295903539445,0.6240505200038379,0.8175295903539445,0.18247040964605554,4,6.877446812778608,0.5,17,2,mejora
2933,220v a usb sin carcasa,0.7668091220635322,0.3071837157818931,0.6804558477306826,0.6804558477306826,0.08635327433284967,5,3.9420578094666667,0.6,38,4,mejora
2948,226ers sin mangas,0.8899603164338973,0.867043684838194,0.8048099750039491,0.867043684838194,0.02291663159570323,3,5.213062447290795,1.0,17,4,mejora
2961,23 otoños sin ti libro,0.6309297535714575,1.0,1.0,1.0,-0.36907024642854247,5,6.0483235961764095,0.6,14,1,empeora
3013,24 sin marcos,0.5716349530699038,0.5009732673492617,0.6500332220485792,0.6500332220485792,-0.07839826897867541,3,4.458143331089768,1.0,40,14,empeora
3059,24x32 sin espiral cuadros grandes,0.6739577727076379,0.3973845377035661,0.591176585485452,0.591176585485452,0.08278118722218586,5,5.875323749358169,0.2,21,5,mejora
3095,250 sobres sin ventana 26x18,0.0,0.0,0.3562071871080222,0.3562071871080222,-0.3562071871080222,5,6.1408591439068685,0.0,22,1,empeora
3170,28 pulgadas tv sin smart,1.0,1.0,0.0,1.0,0.0,5,4.029432347531992,0.4,40,1,empata
3183,29 bolsas de papel kraft sin asas,0.571614567891588,0.5462574254588146,0.7241528458281337,0.7241528458281337,-0.15253827793654562,7,4.570205619757898,1.0,40,10,empeora
3213,2kg forbury base jabón de glicerina transparente sin sls,0.8013122149737618,0.9284591831945489,0.9434732991210639,0.9434732991210639,-0.1421610841473021,9,5.784853762364211,1.0,16,5,empeora
3214,2kg jabon base blanco sin sls,0.7573821447149967,0.6840182226156366,0.5298982599625927,0.6840182226156366,0.07336392209936005,6,5.664375864282319,1.0,30,11,mejora
3252,2u psu,0.9363792118010483,1.0,0.8630152897016883,1.0,-0.06362078819895167,2,9.962379070364321,1.0,40,22,empeora
3315,3 camaras de vigilancia sin cables exterior,1.0,0.9148568823583791,0.92663607790064,0.92663607790064,0.07336392209936005,7,4.167782158023949,1.0,39,35,mejora
3319,3 catus artificial sin maceta,0.6096199500078984,0.8048099750039491,0.36331756126716835,0.8048099750039491,-0.19519002499605076,5,5.486301766785841,0.6,40,4,empeora
3323,3 cuadros sin marcos muy coloridos,0.92663607790064,0.7254521107352793,1.0,1.0,-0.07336392209936005,6,5.080683765375459,0.6666666666666666,39,27,empeora
3374,3 laminas sin marco decorativas salon,0.77990823370192,0.7948833326720566,0.77990823370192,0.7948833326720566,-0.014975098970136602,6,5.22926562863617,0.8333333333333334,37,33,empeora
3386,3 metros de luces led sin enchufw,0.685819076903371,0.3525683241217281,0.07075576072108063,0.3525683241217281,0.33325075278164284,7,4.125282026852671,0.7142857142857143,40,9,mejora
3412,3 pommes niño,1.0,1.0,0.9337457765456111,1.0,0.0,3,5.628527769777271,0.6666666666666666,38,34,empata
3427,3 restas sin llevada,0.8603818544462509,0.6429424283490957,0.7573821447149967,0.7573821447149967,0.10299970973125427,4,5.90077796300322,1.0,39,11,mejora
3428,3 restas sin llevada ismael sausa,0.7039180890341347,0.7653606369886217,0.4367467095119258,0.7653606369886217,-0.061442547954487,6,7.3701695288835785,0.8333333333333334,24,3,empeora
3451,3 usb para ordenador sin cable blanco,0.6238470455881189,0.11706259313796355,0.2820132694023928,0.2820132694023928,0.3418337761857261,7,2.808335002037682,0.8571428571428571,39,6,mejora
3453,3 ventiladores sin color,0.4378068560756645,0.39375843764607205,0.3732689537968545,0.39375843764607205,0.04404841842959245,4,3.6215417069090634,1.0,38,12,mejora
3498,3.5 sin tornillos nox,0.0,0.3333333333333333,0.5,0.5,-0.5,5,4.408001757434629,0.2,40,1,empeora
3575,30 cumpleaños sin globos helio,0.322805924221174,0.6115682811626771,0.6368547259115426,0.6368547259115426,-0.3140488016903686,5,4.8294555715723835,0.8,40,8,empeora
3600,30 plastico a4 carpeta sin anillas,0.718362797268624,0.605504765619221,0.5606114592078374,0.605504765619221,0.112858031649403,6,5.747565422730716,0.6666666666666666,40,14,mejora
3608,30 x 30 sin marco,0.5912352048230277,0.3065735963827292,0.5012658353418871,0.5012658353418871,0.08996936948114065,5,3.6621723114360343,1.0,40,2,mejora
3630,305x76cm sin depuradora,0.8165901947515999,0.5766692999492191,0.3597099118518293,0.5766692999492191,0.23992089480238077,3,6.68080539473229,1.0,38,15,mejora
3637,30g ginebra sin alcol,0.6310473491188939,0.49958026644179554,0.5716190970674814,0.5716190970674814,0.059428252051412556,4,7.671960270365595,0.5,15,4,mejora
3651,30x90 sin marco,1.0,0.3010299956639812,0.3333333333333333,0.3333333333333333,0.6666666666666667,3,5.885864330988618,0.6666666666666666,40,1,mejora
3670,32 gb ssd,0.787702056960637,0.24630238874073,1.0,1.0,-0.212297943039363,3,4.391553249267957,1.0,40,4,empeora
3691,32'' full hd,1.0,1.0,0.841492960259019,1.0,0.0,3,4.491752935350352,1.0,16,12,empata
3726,35 aniversario mario bros,0.8058467414416308,0.81383546042969,0.8325036712789009,0.8325036712789009,-0.026656929837270082,4,6.5060633580125815,1.0,33,6,empeora
3732,350 ml botella plastico sin bisfenol,0.9363792118010483,0.3621108234757073,0.5541432109622959,0.5541432109622959,0.3822360008387524,6,5.4932948905204695,0.6666666666666666,33,15,mejora
3744,35mm olympus,0.5017289690294564,0.5797827732044221,0.5797827732044221,0.5797827732044221,-0.07805380417496566,2,6.942251714725613,1.0,40,17,empeora
3745,35mm sigma sony,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.6366824387328317,0.0,3,6.438911071195176,1.0,40,4,empata
3796,365 sin pantallas,0.6713527276121545,0.6595629128335778,0.7508679794281646,0.7508679794281646,-0.07951525181601016,3,5.794385382421364,1.0,38,4,empeora
3812,377 battery,1.0,1.0,0.9363792118010483,1.0,0.0,2,9.026477981913525,1.0,40,28,empata
3884,3d suelo para baños,0.9093183643170807,0.45316653561240483,1.0,1.0,-0.09068163568291931,4,4.6237092593183835,0.75,16,7,empeora
3907,3eme acondicionador sin silicona,0.3171937659698004,0.370291336443826,0.14126697285982898,0.370291336443826,-0.05309757047402558,4,5.865881192619521,0.5,14,3,empeora
3925,3m doble cara sin residuos,0.8205228949141828,0.6320787427864673,0.747935059673333,0.747935059673333,0.07258783524084989,5,5.244607404066185,1.0,40,21,mejora
3929,3m ffp3 sin valvula,0.447734522612947,0.3159817773843635,0.4152807670887413,0.4152807670887413,0.03245375552420571,4,6.691962476596264,0.75,61,10,mejora
3933,3m máscara sin válvula,0.4637282884073714,0.43185491466831016,0.3730314366226675,0.43185491466831016,0.03187337373906124,4,5.350134917087517,1.0,38,8,mejora
3955,3mm algondon sin trenzar,0.4260276605334036,0.3667028183788344,0.48882922182497557,0.48882922182497557,-0.062801561291572,4,7.671960270365595,0.5,39,16,empeora
4080,4 libretas medida folio de cuadrícula sin espiral,0.36926780146674987,0.20210734650054757,0.2960819109658652,0.2960819109658652,0.07318589050088464,8,5.26901477292598,0.625,29,3,mejora
4084,4 ojos de buey sin bombillas,0.30315953217404545,0.2719144540092836,0.06362078819895173,0.2719144540092836,0.031245078164761853,6,4.322256225530576,0.8333333333333334,40,12,mejora
4102,4 pin conector led sin soldadura,1.0,0.9305687780632229,0.9305687780632229,0.9305687780632229,0.06943122193677709,6,4.5204056219854465,1.0,40,29,mejora
4108,4 pulgadas sin bordes,0.0,0.2890648263178879,0.0,0.2890648263178879,-0.2890648263178879,4,3.913960156467007,0.5,35,1,empeora
4121,4 taburetes cocina sin respaldo.,0.7951657524814092,0.35895421017163476,0.49827103097054376,0.49827103097054376,0.29689472151086543,5,4.6855453999384435,1.0,40,12,mejora
4179,40 unidades de cera sin silicona colores,0.3562071871080222,1.0,0.43067655807339306,1.0,-0.6437928128919779,7,3.732985898499684,0.7142857142857143,29,1,empeora
4182,40 x cable de puente hembra a hembra sin soldadura flexible,1.0,1.0,1.0,1.0,0.0,11,4.353847195471864,1.0,38,17,empata
4272,47 brand gorras sin logos,0.2685357229842324,0.664550862590272,0.3853585682515056,0.664550862590272,-0.39601513960603957,5,6.795392111943836,0.6,17,4,empeora
4294,49 pulgadas,1.0,0.35106842466815347,1.0,1.0,0.0,2,5.442188033281506,0.5,39,22,empata
4330,4guysclub sin cordones,0.568808955610168,0.36114500749459505,0.39391698095175504,0.39391698095175504,0.17489197465841294,3,6.319934745625068,0.6666666666666666,22,9,mejora
4417,4patas sin ruedas 40x30,0.43067655807339306,0.0,0.3562071871080222,0.3562071871080222,0.07446937096537087,4,6.569266258375627,0.0,25,1,mejora
4449,4x 50 ml liquido sin nicotina,0.9764093402750902,0.6684881776649959,0.7715359168226731,0.7715359168226731,0.2048734234524171,6,4.840459388495955,1.0,14,7,mejora
4473,4xl hombre camiseta sin mangas,0.9337457765456111,0.9363792118010483,0.8669479898642711,0.9363792118010483,-0.002633435255437244,5,4.639838628602993,1.0,40,18,empeora
4532,5 lenguajes del amor,1.0,0.9363792118010483,1.0,1.0,0.0,4,5.678627833315752,1.0,40,18,empata
4550,5 ojas de papl de lija con velcro sin agujeros grano 40,0.570404489286039,0.2172607128522299,0.2200917662980802,0.2200917662980802,0.35031272298795885,12,4.994859992462207,0.75,40,10,mejora
4642,50 mm canon,0.6969383549984333,0.46785915648013926,0.7917063341896683,0.7917063341896683,-0.09476797919123503,3,4.354122343781051,1.0,39,12,empeora
4905,6 tb nas,0.9363792118010483,0.6816808362189439,0.4818809355796683,0.6816808362189439,0.2546983755821044,3,5.008291884122523,1.0,40,14,mejora
5010,64tb,0.8572048559638626,0.7151857987862358,0.7967610662472993,0.7967610662472993,0.06044378971656339,1,10.308952660644293,1.0,34,10,mejora
5170,72 piezas azulejos adhesivos 15x15,0.5104418534059961,0.36094793708279127,0.4199990716259791,0.4199990716259791,0.09044278178001702,5,6.633823709038488,1.0,40,9,mejora
5248,8 cctv,0.5215784827120727,0.8630152897016883,0.7162874455029682,0.8630152897016883,-0.34143680698961554,2,5.648190710175894,1.0,16,11,empeora
5358,85 sony,1.0,0.510069131458292,0.7827392871477703,0.7827392871477703,0.2172607128522297,2,5.7245060696132875,1.0,38,17,mejora
5378,8gb 512gb,1.0,1.0,0.9216017310213247,1.0,0.0,2,4.9727569878966325,1.0,39,27,empata
5385,8k tv,1.0,1.0,0.9669850519151656,1.0,0.0,2,6.052360075634943,1.0,40,5,empata
5814,a doa metros de ti,0.9705437052559006,0.7456919575934262,0.7618870795651186,0.7618870795651186,0.20865662569078203,5,5.227490193557575,0.8,16,6,mejora
5997,a7 iii,1.0,0.39564672360221187,0.45560514958746035,0.45560514958746035,0.5443948504125397,2,6.783024849166345,0.5,16,2,mejora
6003,a7c sony,0.6508205185601091,0.1480409554829326,0.6105456988825855,0.6105456988825855,0.040274819677523666,2,6.863139712118166,0.5,28,3,mejora
6050,abanicos seda pintado a mano,1.0,0.9337457765456111,1.0,1.0,0.0,5,5.796172607294577,1.0,40,29,empata
6071,abercrombie & fitch hombre,0.727329844310522,0.8553475075669357,0.7859162856301584,0.8553475075669357,-0.12801766325641373,3,7.863090079464761,1.0,16,11,empeora
6074,abitacion juvenil completo decoracion,0.8454256604216018,0.9337457765456111,0.9148568823583791,0.9337457765456111,-0.08832011612400925,4,7.077336341899215,1.0,39,26,empeora
6099,abridores de vino profesional,1.0,1.0,1.0,1.0,0.0,4,5.189378268221272,1.0,16,16,empata
